Seed, ID, Energy, Psi, Impact, Triggered, Psi, Impact, Cherenkov, Psi, Impact
2, 115, 2.14765e+18, 1.058997, 35.550807, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 116, 1.81725e+17, 1.661545, 23.585193, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 117, 1.61878e+20, 0.878746, 8.315925, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 118, 4.36638e+19, 1.736295, 19.152976, 1, 1.703400, 18.897551, 0, 0.000000, 0.000000
2, 119, 1.03914e+17, 1.781041, 38.542376, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 120, 6.15803e+18, 1.852684, 30.700188, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 121, 2.39448e+18, 0.495034, 4.485185, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 122, 1.10502e+20, 1.980746, 17.489513, 1, 1.784830, 15.231575, 1, 1.970539, 17.135453
2, 123, 1.69688e+19, 1.472401, 19.640628, 1, 1.480664, 19.803990, 1, 1.507168, 20.324658
2, 124, 6.98598e+18, 1.235991, 28.919987, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 125, 2.97092e+20, 2.039560, 19.455744, 1, 1.824268, 17.024198, 1, 2.075152, 19.628361
2, 126, 1.9178e+18, 0.889927, 4.388592, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 127, 4.34834e+19, 1.538377, 12.517895, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 128, 4.6128e+19, 2.267713, 22.739260, 1, 2.196384, 22.088535, 1, 2.252778, 22.436162
2, 129, 2.06483e+19, 1.122054, 26.844039, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 130, 3.79454e+18, 0.805438, 8.680191, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 131, 5.95894e+20, 1.987497, 17.465863, 1, 1.998521, 17.595246, 1, 1.987017, 17.400240
2, 132, 3.01501e+20, 1.578749, 24.451961, 1, 1.427856, 20.918480, 1, 1.561660, 23.906831
2, 133, 2.83808e+18, 1.799075, 10.176910, 1, 1.064245, 5.229320, 0, 0.000000, 0.000000
2, 134, 1.38874e+19, 2.137323, 35.559107, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 135, 8.40326e+20, 1.324097, 13.194100, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 136, 5.77471e+20, 1.119668, 29.415442, 1, 1.209295, 33.016549, 0, 0.000000, 0.000000
2, 137, 1.46761e+18, 1.312795, 23.740647, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 138, 1.59914e+17, 0.775745, 35.310189, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 139, 3.56447e+19, 2.009044, 38.415003, 1, 1.299977, 20.430370, 1, 2.928160, 51.588099
2, 140, 4.06616e+18, 1.994665, 30.944706, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 141, 4.93211e+19, 2.101661, 37.448711, 1, 1.584749, 25.848898, 1, 2.418406, 42.722212
2, 142, 5.13042e+20, 1.535358, 18.567166, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 143, 7.39482e+19, 1.421966, 15.117513, 1, 1.457164, 15.510159, 1, 1.339253, 13.705179
2, 144, 2.51879e+17, 0.970176, 16.304293, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 145, 1.65856e+18, 1.900690, 8.756307, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 146, 1.39669e+17, 0.374548, 34.163061, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 147, 9.589e+19, 0.942609, 14.845878, 1, 0.872883, 12.831149, 1, 0.875760, 13.074155
2, 148, 3.45571e+18, 2.150091, 26.506570, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 149, 8.94269e+19, 2.493528, 25.962398, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 150, 3.35689e+20, 1.377760, 11.019475, 1, 1.375600, 10.885835, 1, 1.350267, 10.628330
